bruises?;cap-color;cap-shape;cap-surface;gill-attachment;gill-color;gill-size;gill-spacing;habitat;odor;population;ring-number;ring-type;spore-print-color;stalk-color-above-ring;stalk-color-below-ring;stalk-root;stalk-shape;stalk-surface-above-ring;stalk-surface-below-ring;veil-color;veil-type;class
f;;;;;;;;;;;;p;w;;;;e;;;;p;e
;;x;;f;;b;;;;;;;;;w;;e;;;;;e
;;;;f;;b;;;n;;;;;;;;t;;s;;;e
;;;;;;b;;d;;;;p;;;;;;;;w;p;e
;;;;f;p;;;;n;;;;;;;;;;;w;p;e
;n;;;;;;c;;n;;;p;;;;;;;;;p;e
f;;;;f;;;;;n;;;;;w;w;;;;;;;e
;;;;;;;c;;n;;o;p;;;;;;;;;p;e
;;x;;f;;b;;;;;;;;w;;;e;;;;;e
;;;;f;;b;;;n;;;;;w;;;t;;;;;e
;;x;;f;;;w;;n;;;;;w;;;;;;;;e
;;;;;;;;;;;;p;;;;;e;;y;w;p;e
;;;;f;;;;g;;;;;w;;;;;;;w;p;e
;;;;f;;b;;;;;;e;;;;;;;;w;p;e
;n;;;;n;;;;n;;;;;;;;;;;w;p;e
;;;;;;;c;;n;;o;;;;;;;s;;;p;e
;;;;f;;;;g;;;;e;;;;;;;;w;p;e
;;f;f;f;;;;;n;;;;;;;b;;;;;;e
;e;;;f;;b;c;;;;;;;;;;;;s;;;e
;;f;f;f;;;;;;;;;;w;;b;;;;;;e
;;x;y;f;;;;;;;;;;w;;b;;;;;;e
;;;;f;;b;;;n;;;;;;;;t;s;;;;e
f;n;;;;;;;;;;;;;;;;e;s;s;;;e
t;;;;f;;;;;a;;;;;;;;;s;s;;;e
;n;;f;f;;;;;n;;;;;;;;t;;;;;e
;;x;y;f;;;;;;;;;;;;b;;;s;;;e
;;x;;;;b;;;;;;p;;;;;e;;;;p;e
;;x;y;f;;;;;;;;;;;;b;;s;;;;e
;;f;f;f;;;w;;;;;;;w;;;;;;;;e
;;;;f;;;;;n;;;;;w;w;;;;f;;;e
;;;;;;;;;n;v;o;p;;;;;;;;;p;e
t;y;;;f;;;;;;;;;;;;;;s;s;;;e
;;;;;;;;;;;;p;;;;c;e;;;w;p;e
;;;;;;b;;;;c;;;;;;;e;;s;;p;e
t;;;;f;;;;;l;;;;;;;;;s;s;;;e
;;;;;;;;;n;v;o;;;;;;;s;;;p;e
f;;;;;;b;;;;;;p;;;;;e;;;;p;e
;;;;f;;b;;;n;;;;;;w;;t;;;;;e
;n;;;;;b;c;;;;;p;;;;;;;;;p;e
;;;;;;b;;;;;o;p;;;;;e;;;;p;e
;;;f;f;;;;;n;;;;;w;;b;;;;;;e
;w;f;;f;;;w;;;;;;;;;;t;;;;;e
;;;;;w;;;d;;;;p;;;;;;;;w;p;e
f;;;f;f;;;w;;n;;;;;;;;;;;;;e
;;;f;f;;;w;;n;;;;;w;;;;;;;;e
;;f;;;;;;d;;;;p;;;;;;;;w;p;e
;;x;;;n;;;;n;;;;;;;;;;;w;p;e
;;;;;;;;;n;v;o;;;;;;;;s;;p;e
f;;;;;;;;;n;;;p;;;;;e;;;;p;e
t;n;;;f;;b;c;;;;;;;;;;;;;;;e
;;;s;f;;;;;;;;p;w;;;;;;;w;p;e
;;;f;f;w;;;;;;;p;;;;;;;;w;p;e
f;;;;;;;;;;;;;w;;;;e;;s;w;p;e
;;;;f;;;;;;;o;;k;;;;t;;;w;p;e
;;;s;f;;;;;;;;;w;;;;e;;;w;p;e
;;;f;f;;;;;;;o;;;;;;t;;;w;p;e
f;n;;;;;;;;;;o;;;;;;e;;s;;p;e
;;;;f;;;c;;;y;;p;;;;;;;;w;p;e
;;;f;f;;b;;;;;;p;;;;;;;;w;p;e
;;;;f;;;c;;;;;;;p;w;b;;;s;;;e
f;;;;;;;;l;;;o;;;;;;e;;s;;p;e
f;;;;;;;;l;;;o;;;;;;e;s;;;p;e
f;n;;;;;;;l;;;o;;;;;;e;;;;p;e
f;n;;;;;;;;;;o;;;;;;e;s;;;p;e
;;;;;;b;;;;;;;w;;;;e;;s;w;p;e
;;x;y;f;;b;c;;;;;;;;;;;s;;;;e
t;;x;y;f;;b;c;;;;;;;;;;;;;;;e
;;;;;w;;;d;;;o;;;;;;;s;;w;p;e
;;;;;;b;;;;;;;w;;;;e;s;;w;p;e
;;;;f;;;;;n;;;e;;;;;;;s;w;p;e
;;b;;;;;c;;;;o;p;;;;;e;;;;p;e
;;;;f;;;c;;;;;;;p;p;b;;;s;;;e
;;;;f;;;;;n;;;e;;;w;;;;;w;p;e
;;;;f;w;;c;;;y;;;;;;;;;;w;p;e
;;f;;f;;;w;;;;;;;w;w;;;;f;;;e
;;f;;f;;;w;;n;;;;;;;e;;;f;;;e
;;;;f;;;;;;;o;;n;;;;t;;;w;p;e
;;f;;f;;;w;;;;;;;w;w;;;f;;;;e
;;f;;f;;;w;;n;;;;;;;e;;f;;;;e
;;;;f;;;w;;;;o;e;;;;;;;;w;p;e
;;;;f;;;c;;n;y;;;;;;;;;;w;p;e
;;;;f;;b;;;;;o;;k;;;;;;;w;p;e
f;;;;f;;;w;;n;;;;;;;;;;;w;p;e
;;;;f;;;c;;;y;;;;;;;;s;;w;p;e
;;;;f;u;;c;;n;;;;;;w;;;s;;;;e
;;;;f;;;c;;;y;;;;w;;;;;;w;p;e
f;;;;;;;;;;;;;w;;;;e;s;;w;p;e
;n;;;;;;c;d;;;;p;;;;;;;;w;p;e
;;;f;f;;;;;n;;;p;;;;;;;;w;p;e
;;;;f;;;;;n;;;e;;;;;;s;;w;p;e
;;;;;;b;;;;;;p;w;;;;e;;;w;p;e
f;;;;;;;;l;;;o;p;;;;;e;;;;p;e
;;f;;;;;;d;;;o;;n;;;;;;;w;p;e
f;n;;;;;b;;l;;;;;;;;;e;;;;p;e
;e;;;f;w;b;c;;n;;;;;;;;;;;;;e
;;;;f;;;c;;;y;;;;;w;;;;;w;p;e
;;;;f;;;;;n;;o;;k;;;;;;;w;p;e
;;;;f;u;;c;;n;;;;;w;;;;s;;;;e
;;;;f;;;;;;;o;e;n;;;;;;s;w;p;e
;y;;;f;;;;;;;o;p;;w;;;;;;w;p;e
;;;;f;;;;;;;o;e;k;w;;;;;;w;p;e
;;;;f;;;;;;c;;e;w;;;;e;;;w;p;e
;;;;;;;c;;;;;;w;;;;e;s;s;w;p;e
;;;;f;;;;d;;;o;p;;;;;t;;;w;p;e
;;;f;f;w;;;;;;o;;;;;b;;;;w;p;e
;;;;f;w;;;d;;;o;;;;w;;;;;w;p;e
;y;;;f;;;;;;;o;p;;;;c;e;;;;p;e
;;;;f;;;c;d;n;;;p;;;;;;;;w;p;e
;;b;;;;b;;;;;o;;;;;;e;s;s;;p;e
;;;;f;;;;;;;o;e;k;;;;;;s;w;p;e
;;;;f;;b;;;;;;;w;w;;;e;;;w;p;e
;;f;f;f;;;;;;;o;;n;;;;;;;w;p;e
;;;;f;;;;;n;v;o;;;;;b;;;;w;p;e
f;;;;f;;b;;g;;;;;;;w;;;;;w;p;e
;;;;f;;;w;g;;;;;;w;w;;;;;w;p;e
;;f;;f;;;;d;;;o;;k;;;;;;;w;p;e
;;;;f;;b;;;;;;;w;;w;;e;;;w;p;e
t;;;;f;n;;;;;;;;;w;;b;;s;s;;;e
;;;;f;;;;;;;o;e;;w;;;;;f;w;p;e
;;;f;f;;;;;n;;o;;;;;b;;;;w;p;e
f;;;;f;;b;;;;;o;;;;w;;;;;w;p;e
t;;;;f;n;;;;;;;;;;w;b;;s;s;;;e
;g;;;f;;b;;;;;;p;;;;;e;;;w;p;e
;;;y;f;;;c;d;;;;p;;;;;;;;w;p;e
;;;;f;;;;;;;o;e;n;w;;;;;;w;p;e
f;;;;;;b;c;l;;;o;;;;;;e;;;;p;e
f;;;;a;;b;c;l;;;;;;;;;e;;;;p;e
;;b;;f;;;;;;;o;p;;;;c;e;;;;p;e
;;k;;f;;;;;n;;t;;;;;;e;;;w;p;e
;;;;f;;;;;;;o;e;;w;;;;f;;w;p;e
;;;;f;p;b;;;;;;p;;;;;e;;;w;p;e
;;;;f;;;;;;;;e;w;;;;e;;s;w;p;e
;;;;f;;;;;;;;e;w;;;;e;s;;w;p;e
;;;;f;;;;;;;o;e;k;;;;;s;;w;p;e
;;;;f;;;;;;;o;e;n;;;;;s;;w;p;e
f;;;;f;;;w;;;;;;w;;;;e;;;w;p;e
;;;;f;;;;;n;;o;;;w;;;;;f;w;p;e
;;;;f;;;;;n;v;o;;;;w;;;;;w;p;e
;;;;f;;b;;;n;;t;;w;;;;e;;;w;p;e
;;;y;f;;;;;;v;o;;;;;b;;s;;w;p;e
;;;;f;;;c;;;v;o;p;;;p;;;;;w;p;e
;;;y;f;;;;;;v;o;;;w;;b;;;;w;p;e
;;;;f;;;c;d;;;o;p;;p;;;;;;w;p;e
;;;;f;;;c;;;v;o;p;;p;;;;;;w;p;e
;;x;y;f;;b;c;;;;;p;;;;;;;;w;p;e
;;;;f;;;;;n;;o;;;w;w;e;;;;w;p;e
;;;;f;;;c;d;;;o;p;;;p;;;;;w;p;e
;;f;;f;;;w;;;;;;;w;w;;t;;;w;p;e
;;;;f;;b;w;;;s;;;;w;w;;;;;w;p;e
f;;;;f;;b;;;;s;;;;w;w;;;;;w;p;e
;;;;f;k;b;;;;;o;;;w;w;;;;;w;p;e
;;;y;f;;;;;;v;o;;;;;b;;;s;w;p;e
;;f;;f;p;;;d;;;o;;;;;;;s;;w;p;e
;;;;f;;b;w;;;;;;w;w;w;;;;;w;p;e
;;;;f;w;;c;d;n;;;;;;;;;s;;w;p;e
;;;;f;h;;;;n;;o;;;w;w;;;;;w;p;e
;;;;f;;;w;;;;o;;;w;w;;t;;;w;p;e
;;;y;f;;b;c;;;;o;p;;;;;;;;w;p;e
;;;y;f;;;c;d;n;;;;;;;;;s;;w;p;e
t;;;y;f;p;b;c;;;;;;;;;;;s;s;;;e
;;f;f;f;;;c;;;;o;p;;;;;;;;w;p;e
;;;y;f;;;;;;v;o;p;;;;b;;;;w;p;e
;;;y;f;;b;c;;;;;;;;w;b;t;s;s;;;e
;;;;f;;;c;;;;o;p;n;;p;;;s;;w;p;e
;;;y;f;;b;c;;;;;;;;p;b;t;s;s;;;e
;;;y;f;;b;c;;;;;;;w;;b;t;s;s;;;e
;;;;f;;b;;;;s;;p;;w;w;;e;;;w;p;e
;;;;f;;b;;;;n;;p;;w;w;;e;;;w;p;e
;;;;f;;;;;;s;o;e;;w;w;e;;;;w;p;e
f;;;;f;p;;;;;;o;e;;w;w;;;;;w;p;e
f;;;;f;;;;;;s;o;e;;w;w;;;;;w;p;e
;g;;y;f;;b;c;;;;;p;;;;b;;;;w;p;e
;;;;f;;;c;;;;o;p;k;;p;;;s;;w;p;e
;;;;f;;;c;;;;o;p;k;p;;;;s;;w;p;e
;w;;;f;;b;w;;;;o;;;w;w;;;;;w;p;e
f;;;;f;n;;;;;;o;e;;w;w;;;;;w;p;e
;;;;f;;;c;;;;o;p;n;p;;;;s;;w;p;e
;;;y;f;p;;c;d;;;o;;;;;;;s;;w;p;e
;;;y;f;;b;c;;;;;;;p;;b;t;s;s;;;e
t;;;;f;n;;;d;;;o;p;;;;;;s;s;w;p;e
;w;;;f;;;;g;;;o;;;w;w;e;t;;;w;p;e
t;;;;f;;;;;;;o;p;n;;;b;;s;s;w;p;e
t;;;;f;;;;;a;;o;p;;w;w;;;s;;w;p;e
t;;;;f;;;;;l;;o;p;;w;w;;;s;;w;p;e
;;;;f;u;;;;;;o;p;;;;b;t;s;s;w;p;e
t;;;;f;n;;;;;v;o;p;;;;b;;s;s;w;p;e
;;f;;f;;;;;;v;o;p;n;;;b;;s;s;w;p;e
;n;;;f;;;c;;;v;o;p;;;;;t;s;s;w;p;e
;w;;;f;;b;;;;;o;;;w;w;;e;s;s;w;p;e
;;;y;f;;;c;;;v;o;p;;;;;t;s;s;w;p;e
;;f;;f;;;;;;v;o;p;k;;;b;;s;s;w;p;e
f;e;;;f;;;;;;;;;;;;;;;;;;p
f;e;k;;;;;;;;;;;;;;;;;;;;p
;;;;f;h;;;;;;;;;;;b;;;;;;p
f;y;;y;;;;;;;;;;;;;;;;;;;p
;;;;f;;;c;;f;;;;;;;;t;;;;;p
f;y;;;f;;;;;;;;;;;;;e;;;;;p
f;;;;f;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;;;?;t;s;;;;p
;;;;f;;;;;;;;;;;w;?;t;;;;;p
f;;;y;;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;;;?;t;;s;;;p
t;;;;f;;n;;;;;;;;;;;e;;;;;p
;y;;f;f;;;;;;;;;;;;;;k;;;;p
;;;;f;;;c;;f;;;;;;p;;;;;;;p
;;;;f;;;c;;f;;;;;p;;;;;;;;p
;;;;f;g;;;;;;;;;;;b;e;;;;;p
f;e;;;;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;w;;?;t;;;;;p
;;;;;;;;d;;v;;;w;;;;;;;w;p;p
;n;;;f;;n;;;;;;;;;w;;t;;;;;p
;;;s;;;;;;;v;;;;;;?;;;;w;p;p
;;f;;f;p;;;;;;;;;;;b;e;;;;;p
f;;;;;;;c;;;;;;;;;?;;k;s;;;p
;y;x;;f;;;;;;;;;;;;b;e;;;;;p
;n;;;f;;n;;;;;;;;;;;t;s;;;;p
;;k;;;;;;;;;o;;w;;;?;;;;;p;p
;;k;;;;;;;;;o;;;;;?;;;;w;p;p
;;;;f;h;b;c;;f;;;;;;;;;;;;;p
;;;;f;;;c;;;;;;;p;;?;t;;;;;p
f;;;;f;;;;;;;;;;;;?;t;k;;;;p
f;;;;f;;;c;;;;;;;;p;;;;k;;;p
;;k;;f;;n;;;;;;;;;;?;;s;;;;p
;;;y;f;;n;;;;;;;;;w;;;;s;;;p
f;;;s;f;;n;;;;;;;;;w;;;;;;;p
;;;s;f;;;c;;;;;;;;w;;t;;;;;p
f;;;;;;;;d;;;;;;;;;;k;;w;p;p
;;;;f;;n;;;;;;;;;w;?;;;s;;;p
;;;s;f;;;c;;;;;;;;;;t;s;;;;p
;y;;;f;p;;;;;;;;;;;b;e;;;;;p
f;;;;f;;;c;;;;;;;p;p;;;;;;;p
f;;;;f;;;c;;;;;;;p;;;;;k;;;p
f;;;s;f;;n;;;;;;;;;;;;;s;;;p
;n;;;f;;n;;;;;;;;w;;;t;;;;;p
;;;;f;;;c;;;;;;;p;p;?;;;;;;p
f;;;s;f;;n;;;;;;;;w;;;;;;;;p
f;;;;;;;c;;;;;;;;;;;k;;w;p;p
;;k;;f;;n;;;;;;;;w;;?;;;;;;p
;n;;;f;;n;;;;;;;;;;;t;;s;;;p
;;;s;f;;n;c;;;;;;;;w;;;;;;;p
;y;;f;f;;;;;;;;;;;;b;e;;;;;p
;;;s;f;;n;c;;;;;;;;;;;;s;;;p
;;;;f;p;b;c;;f;;;;;;;;;;;;;p
f;;;s;f;;n;;;;;;;;;;;;s;;;;p
;;k;;f;;n;;;;;;;;;;?;;;s;;;p
;;;s;f;;n;c;;;;;;;;;;;s;;;;p
;;;;f;p;;c;;;;;;;;;b;e;;;;;p
;;;;f;h;b;c;;;;;;;;;;e;;;;;p
f;;;;f;h;;;;;;;;;;;;e;;k;;;p
f;;;;f;h;b;;;;;;;;;;;;;k;;;p
;;;y;f;;n;c;;;;;;;;;;;;s;;;p
f;;;;f;;;;;;;;;;;;?;t;;k;;;p
;;;;f;;n;;;;;;;;w;;?;;;s;;;p
;;k;;f;;n;;;;;;;;;w;?;;;;;;p
;;;s;f;;;c;;;;;;;w;;;t;;;;;p
;;;;f;;;;g;;;;;;;;b;;;;w;p;p
;;;s;f;;n;c;;;;;;;w;;;;;;;;p
;;;;f;;;c;;;;;;;;p;?;t;;;;;p
f;;;;;;;;;;;o;;;;;;;k;;w;p;p
;;;;f;;;;g;;v;;;;;;;;;;w;p;p
;;;s;f;;;c;;;;;;;;;;t;;s;;;p
;;;;f;;;c;;;;;;;p;w;?;;;;;;p
;;;;f;;b;c;;f;;;;;;;;e;;;;;p
f;;;;f;;;c;;f;;;;;;;;;;k;;;p
;;f;s;;;;c;;;;o;;;;;;;;;w;p;p
f;;f;f;f;;b;;;;;;;;;;b;;;;;;p
;;;;;;;;d;;;o;p;;;;;e;;;w;p;p
;n;;y;f;;n;c;;;;;;;;w;;;;;;;p
f;;;;f;;;;;;;o;;;;;;;;k;w;p;p
f;;;;f;;n;;;;;;;;w;;?;;k;;;;p
f;g;f;;f;;b;;;;;;;;;;;e;;;;;p
f;;;s;;;;;;;v;o;;;;;;;;;w;p;p
f;;;s;;;;c;;;;o;;;;;;;;;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;;w;p;p
;;;;;;;c;;;v;o;;w;;;;;;;w;p;p
;;;;;;b;;d;;;o;;;;;;e;;;w;p;p
f;;;s;;;;c;;;;;;;;;;;;s;w;p;p
;n;;s;;;;c;;;;o;;;;;;;;;w;p;p
f;;;f;f;h;b;c;;;;;;;;;;;;;;;p
;n;;;f;;n;c;;;;;;;w;;?;;;;;;p
;;;;;;b;;d;;v;;;;;;;e;;;w;p;p
f;;;f;f;p;b;c;;;;;;;;;;;;;;;p
;;;;;;b;;;;v;o;;;;;;e;;;w;p;p
f;;;;f;;n;;;;;;;;;w;?;;k;;;;p
f;;f;;f;;n;;;;;;;;;;;t;s;;;;p
;y;;;f;;;;;;;;;;;;b;e;;;w;p;p
;y;;;f;;b;c;;;;;;;;;b;e;;;;;p
;;;;f;;;;;;;o;;w;;w;;;;;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;s;;p;p
;;;;;;;;;;v;;;w;;;?;;;s;w;p;p
f;;f;;f;p;b;;;;;;;;;;b;;;;;;p
;n;;;f;;n;c;;;;;;;;w;?;;;;;;p
;;;;f;;;c;;f;;o;;;;;;;;;w;p;p
f;;;s;;;;c;;;;;;;;;;;s;;w;p;p
f;;;f;f;g;b;c;;;;;;;;;;;;;;;p
f;;k;;f;;n;c;;;;;;;;;;t;;;;;p
;n;;y;f;;n;c;;;;;;;w;;;;;;;;p
;n;;y;f;;n;c;;;;;;;;;;;s;;;;p
;n;;;f;;n;c;;;;;;;;;?;;;s;;;p
;;k;;f;;;;;;;o;;;;w;;;;;w;p;p
;;k;;f;;n;;;;;;;;;w;;;;;w;p;p
f;;;;;;;;d;;;o;;;;;;;;s;w;p;p
f;e;;;;;;c;;;;;;w;;;;;;;w;p;p
f;;;f;f;;;c;;;;;;;;;b;e;;;;;p
f;g;;;f;h;b;c;;;;;;;;;;;;;;;p
f;g;;;f;p;b;c;;;;;;;;;;;;;;;p
f;;k;;;;;c;;;;o;;w;;;;;;;;p;p
f;;k;;;;;c;;;;o;;;;;;;;;w;p;p
f;g;;;f;g;b;c;;;;;;;;;;;;;;;p
;n;;;f;;n;c;;;;;;;;;?;;s;;;;p
f;;k;;f;;n;;;;;;;;;;?;;;k;;;p
f;;;f;f;;;;;;;;;;;;b;e;k;;;;p
;y;x;;f;;;c;;;;;;;;;;e;k;;;;p
f;;f;;f;;n;;;;;;;;;w;;t;;;;;p
f;;f;;f;;n;;;;;;;;;;;t;;s;;;p
f;;;;f;p;;;;;;;;;;;b;e;;k;;;p
f;g;;;f;;;c;;;;;;;;;b;e;;;;;p
f;;;;f;g;b;c;;f;;;;;;;;;;;;;p
f;;;;f;;n;;;;;;;;;;?;;k;s;;;p
;;;s;;;;c;;;v;o;;;;;;;;;w;p;p
f;;;;;;b;;;;;o;;;;;;e;;;w;p;p
f;;f;;f;;n;;;;;;;;w;;;t;;;;;p
f;;k;;f;;n;;;;;;;;;;?;;k;;;;p
f;;;;f;;;;;;;;;;;n;b;e;;k;;;p
;e;;;;;;c;d;;;;;w;;;;;;;w;p;p
;y;;;f;;;;d;;;o;;;;;;e;;;w;p;p
;y;;;f;;;;;;v;o;;;;;;e;;;w;p;p
;;;;f;;;;;;v;o;e;;;w;;;;;w;p;p
;;;;f;;;;;;v;;e;w;;w;;;;;w;p;p
;;;s;f;;;c;d;;;o;;;;;;;;;w;p;p
f;;;s;f;;n;;;;;o;;;;;;;;;w;p;p
f;;;;;;;;;;v;;;w;;;?;;k;;w;p;p
;;;;f;;;;d;;;o;;;;;b;e;;;w;p;p
;;f;s;f;;;;;;v;;e;;;;;;;;w;p;p
f;;k;;;;;;;;v;;;w;;;?;;;;w;p;p
f;;k;;f;;;;;;;;e;;;;?;;;;w;p;p
;;;;f;;;c;p;;v;o;;;;;;;;;w;p;p
;;;s;f;;n;c;;;;o;;;;;;;;;w;p;p
;;;;f;p;;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;p;;;o;;h;;;;;;;w;p;p
;;;;f;;;c;;;;o;;h;p;;;;;;w;p;p
;;;;f;;;c;;;;o;p;h;;;;;;;w;p;p
;;;s;f;;;;;;v;;e;w;;;;;;;w;p;p
;;;s;f;;;;;;v;o;e;;;;;;;;w;p;p
f;;;s;f;;;;;;;;e;;;;?;;;;w;p;p
f;;;;;;;;;;v;;;w;;;;;k;s;w;p;p
;;;;f;;;c;p;;;o;;;;p;;;;;w;p;p
f;;;s;f;;;;d;;;o;;;;;;;;;w;p;p
;;;;f;;;c;;;;o;;h;;;b;;;;w;p;p
f;;;;f;;;c;p;;;o;;;;;;;;;w;p;p
;e;;;f;;;c;;;;o;;;;;?;;;;w;p;p
;e;;;f;;;c;;;;o;;w;;;;;;;w;p;p
f;n;;y;f;;n;c;;;;;;;;;;t;;;;;p
f;;k;;f;;;;;;;;e;;;;;;k;;w;p;p
f;;k;;;;;;;;v;;;w;;;;;k;;w;p;p
;;;;f;;n;;;;;o;;w;;;;t;;;w;p;p
