bruises?;cap-color;cap-shape;cap-surface;gill-attachment;gill-color;gill-size;gill-spacing;habitat;odor;population;ring-number;ring-type;spore-print-color;stalk-color-above-ring;stalk-color-below-ring;stalk-root;stalk-shape;stalk-surface-above-ring;stalk-surface-below-ring;veil-color;veil-type;class
;n;;;;;;c;;n;;;p;;;;;;;;;p;e
;e;;;f;;b;c;;;;;;;;;;;;s;;;e
;;f;f;f;;;;;n;;;;;;;b;;;;;;e
;;x;;f;;;w;;n;;;;;w;;;;;;;;e
;;x;;;n;;;;n;;;;;;;;;;;w;p;e
;;;;f;p;;;;n;;;;;;;;;;;w;p;e
;;;;;;;c;;n;;o;p;;;;;;;;;p;e
;n;;f;f;;;;;n;;;;;;;;t;;;;;e
;;;;f;;b;;;n;;;;;;;;t;s;;;;e
;;;f;f;;;w;;n;;;;;w;;;;;;;;e
f;;;f;f;;;w;;n;;;;;;;;;;;;;e
;;;;;;;;;n;v;o;;;;;;;;s;;p;e
;;;;;w;;;d;;;;p;;;;;;;;w;p;e
;;;;;;;;;;;;p;;;;c;e;;;w;p;e
;;x;y;f;;;;;;;;;;;;b;;s;;;;e
f;;;;;;;;;n;;;p;;;;;e;;;;p;e
;;;;f;;b;;;;;;e;;;;;;;;w;p;e
;n;;;;;b;c;;;;;p;;;;;;;;;p;e
;;x;;;;b;;;;;;p;;;;;e;;;;p;e
f;;;;;;;;;;;;p;w;;;;e;;;;p;e
;;;;f;;;;;n;;;;;w;w;;;;f;;;e
;;;;f;;b;;;n;;;;;;w;;t;;;;;e
;;x;;f;;b;;;;;;;;w;;;e;;;;;e
t;y;;;f;;;;;;;;;;;;;;s;s;;;e
;;;;;;b;;;;;o;p;;;;;e;;;;p;e
;;;;;;;;;n;v;o;p;;;;;;;;;p;e
;;;;;;;c;;n;;o;;;;;;;s;;;p;e
;;x;;f;;b;;;;;;;;;w;;e;;;;;e
;;;;;;b;;d;;;;p;;;;;;;;w;p;e
f;;;;;;b;;;;;;p;;;;;e;;;;p;e
;;;f;f;;;;;n;;;;;w;;b;;;;;;e
;;;;f;;b;;;n;;;;;w;;;t;;;;;e
;;;;f;;;;g;;;;e;;;;;;;;w;p;e
;;;;;;;;;n;v;o;;;;;;;s;;;p;e
;;;;f;;b;;;n;;;;;;;;t;;s;;;e
t;;;;f;;;;;a;;;;;;;;;s;s;;;e
t;;;;f;;;;;l;;;;;;;;;s;s;;;e
;;;;;;b;;;;;;;w;;;;e;;s;w;p;e
f;;;;f;;;w;;n;;;;;;;;;;;w;p;e
;;;;f;;;c;;;y;;;;;;;;s;;w;p;e
;;;;f;;;;;n;;;e;;;w;;;;;w;p;e
;;;;;;b;;;;;;p;w;;;;e;;;w;p;e
;;;f;f;;b;;;;;;p;;;;;;;;w;p;e
;;x;y;f;;b;c;;;;;;;;;;;s;;;;e
t;;x;y;f;;b;c;;;;;;;;;;;;;;;e
;;;;f;;;w;;;;o;e;;;;;;;;w;p;e
;;;;f;;;c;;n;y;;;;;;;;;;w;p;e
;;;;f;;;;;n;;;e;;;;;;s;;w;p;e
;;;f;f;;;;;;;o;;;;;;t;;;w;p;e
;;;;f;;;;;;;o;;n;;;;t;;;w;p;e
;;;;f;;;;;n;;;e;;;;;;;s;w;p;e
;;;f;f;;;;;n;;;p;;;;;;;;w;p;e
;;;;;;b;;;;;;;w;;;;e;s;;w;p;e
;n;;;;;;c;d;;;;p;;;;;;;;w;p;e
;;;;f;;;c;;;y;;p;;;;;;;;w;p;e
;;b;;;;;c;;;;o;p;;;;;e;;;;p;e
;;;;f;;;c;;;y;;;;;w;;;;;w;p;e
;;f;;;;;;d;;;o;;n;;;;;;;w;p;e
;;;;f;;;c;;;y;;;;w;;;;;;w;p;e
;;;;f;;;;;n;;o;;k;;;;;;;w;p;e
;;;;f;;;;;;;o;;k;;;;t;;;w;p;e
;;;;;w;;;d;;;o;;;;;;;s;;w;p;e
;;;;f;;b;;;;;o;;k;;;;;;;w;p;e
;;;;f;;;;;;;o;e;k;w;;;;;;w;p;e
;;;;f;;b;;;;;;;w;w;;;e;;;w;p;e
;;;;f;;;;;n;v;o;;;;;b;;;;w;p;e
;;;;f;;b;;;;;;;w;;w;;e;;;w;p;e
f;;;;f;;b;;;;;o;;;;w;;;;;w;p;e
;;f;f;f;;;;;;;o;;n;;;;;;;w;p;e
;;;f;f;;;;;n;;o;;;;;b;;;;w;p;e
;;b;;;;b;;;;;o;;;;;;e;s;s;;p;e
;;f;;f;;;;d;;;o;;k;;;;;;;w;p;e
;;;;f;;;;d;;;o;p;;;;;t;;;w;p;e
;;;;f;;;;;;;o;e;n;w;;;;;;w;p;e
;;;;f;;;c;d;n;;;p;;;;;;;;w;p;e
;;;;f;;;;;n;v;o;;;;w;;;;;w;p;e
f;;;;f;;b;;g;;;;;;;w;;;;;w;p;e
;;;;f;;;w;g;;;;;;w;w;;;;;w;p;e
f;;;;f;;;w;;;;;;w;;;;e;;;w;p;e
;;;;f;;;;;n;;o;;;w;;;;;f;w;p;e
;;;;f;;;;;;;o;e;;w;;;;f;;w;p;e
;;;;f;;;;;;;o;e;;w;;;;;f;w;p;e
;y;;;f;;;;;;;o;p;;w;;;;;;w;p;e
;;;y;f;;;c;d;;;;p;;;;;;;;w;p;e
;;;;f;k;b;;;;;o;;;w;w;;;;;w;p;e
;;;;f;;;c;d;;;o;p;;;p;;;;;w;p;e
;;f;;f;;;w;;;;;;;w;w;;t;;;w;p;e
f;;;;f;;b;;;;s;;;;w;w;;;;;w;p;e
;;;;f;;b;w;;;s;;;;w;w;;;;;w;p;e
;;;;f;;;c;d;;;o;p;;p;;;;;;w;p;e
;;;;f;;b;;;n;;t;;w;;;;e;;;w;p;e
;;x;y;f;;b;c;;;;;p;;;;;;;;w;p;e
;;;;f;;;w;;;;o;;;w;w;;t;;;w;p;e
;;;y;f;;;c;d;n;;;;;;;;;s;;w;p;e
;;;y;f;;;;;;v;o;p;;;;b;;;;w;p;e
;;;;f;w;;c;d;n;;;;;;;;;s;;w;p;e
;;;;f;;;;;n;;o;;;w;w;e;;;;w;p;e
;;;y;f;;b;c;;;;o;p;;;;;;;;w;p;e
;;;y;f;;;;;;v;o;;;;;b;;s;;w;p;e
;;;y;f;;;;;;v;o;;;;;b;;;s;w;p;e
;;f;f;f;;;c;;;;o;p;;;;;;;;w;p;e
f;;;;f;;;;;;s;o;e;;w;w;;;;;w;p;e
;;;;f;;;;;;s;o;e;;w;w;e;;;;w;p;e
;;;;f;;b;;;;n;;p;;w;w;;e;;;w;p;e
;;;;f;;b;;;;s;;p;;w;w;;e;;;w;p;e
t;;;;f;n;;;d;;;o;p;;;;;;s;s;w;p;e
t;;;;f;;;;;a;;o;p;;w;w;;;s;;w;p;e
t;;;;f;;;;;;;o;p;n;;;b;;s;s;w;p;e
t;;;;f;;;;;l;;o;p;;w;w;;;s;;w;p;e
;;;;f;u;;;;;;o;p;;;;b;t;s;s;w;p;e
;;;y;f;;;c;;;v;o;p;;;;;t;s;s;w;p;e
;;;;f;h;;;;;;;;;;;b;;;;;;p
f;y;;y;;;;;;;;;;;;;;;;;;;p
f;e;;;f;;;;;;;;;;;;;;;;;;p
f;;;;f;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;c;;f;;;;;p;;;;;;;;p
;;;;f;;;;;;;;;;;;?;t;s;;;;p
f;y;;;f;;;;;;;;;;;;;e;;;;;p
;;;;f;;;;;;;;;;;;?;t;;s;;;p
;y;;f;f;;;;;;;;;;;;;;k;;;;p
f;e;;;;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;w;;?;t;;;;;p
;;;;f;g;;;;;;;;;;;b;e;;;;;p
;;;;f;;;c;;f;;;;;;p;;;;;;;p
f;;;y;;;;c;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;;w;?;t;;;;;p
;;;;f;;;c;;f;;;;;;;;t;;;;;p
;n;;;f;;n;;;;;;;;w;;;t;;;;;p
f;;;;f;;;c;;;;;;;p;;;;;k;;;p
;;;;f;p;;c;;;;;;;;;b;e;;;;;p
;n;;;f;;n;;;;;;;;;w;;t;;;;;p
;;;s;f;;n;c;;;;;;;;;;;s;;;;p
f;;;;f;;;c;;;;;;;p;p;;;;;;;p
;n;;;f;;n;;;;;;;;;;;t;;s;;;p
f;;;;f;;;;;;;;;;;;?;t;;k;;;p
;;;;f;;n;;;;;;;;;w;?;;;s;;;p
;;;;f;;;;g;;;;;;;;b;;;;w;p;p
;y;;f;f;;;;;;;;;;;;b;e;;;;;p
f;;;;;;;;d;;;;;;;;;;k;;w;p;p
f;;;;f;;;;;;;;;;;;?;t;k;;;;p
;;;y;f;;n;c;;;;;;;;;;;;s;;;p
;;;;f;;;c;;;;;;;p;w;?;;;;;;p
f;;;;f;;;c;;f;;;;;;;;;;k;;;p
;;;s;f;;;c;;;;;;;w;;;t;;;;;p
;;;s;f;;;c;;;;;;;;w;;t;;;;;p
f;;;;f;h;;;;;;;;;;;;e;;k;;;p
f;;;;f;h;b;;;;;;;;;;;;;k;;;p
;;;;f;h;b;c;;;;;;;;;;e;;;;;p
;;;;f;;n;;;;;;;;w;;?;;;s;;;p
;;;s;f;;n;c;;;;;;;w;;;;;;;;p
f;;;;f;;;c;;;;;;;;p;;;;k;;;p
f;;;;;;;;;;;o;;;;;;;k;;w;p;p
;;;;f;;;;g;;v;;;;;;;;;;w;p;p
;;;;;;;;d;;v;;;w;;;;;;;w;p;p
;;;;f;;;c;;;;;;;;p;?;t;;;;;p
;;;y;f;;n;;;;;;;;;w;;;;s;;;p
;;;s;f;;;c;;;;;;;;;;t;;s;;;p
f;;;;;;;c;;;;;;;;;;;k;;w;p;p
;;;;f;p;b;c;;f;;;;;;;;;;;;;p
;;;;f;h;b;c;;f;;;;;;;;;;;;;p
;;;s;f;;;c;;;;;;;;;;t;s;;;;p
;n;;;f;;n;;;;;;;;;;;t;s;;;;p
;;;s;;;;;;;v;;;;;;?;;;;w;p;p
;;;;f;;b;c;;f;;;;;;;;e;;;;;p
f;;;;;;;c;;;;;;;;;?;;k;s;;;p
;y;x;;f;;;;;;;;;;;;b;e;;;;;p
;;;s;f;;n;c;;;;;;;;w;;;;;;;p
f;;;s;f;;n;;;;;;;;;w;;;;;;;p
;;;;f;;;c;;;;;;;p;;?;t;;;;;p
;;k;;;;;;;;;o;;;;;?;;;;w;p;p
;;k;;;;;;;;;o;;w;;;?;;;;;p;p
f;;;s;f;;n;;;;;;;;;;;;;s;;;p
;;;;f;;;c;;;;;;;p;p;?;;;;;;p
f;;;s;f;;n;;;;;;;;w;;;;;;;;p
f;;;s;f;;n;;;;;;;;;;;;s;;;;p
;;;s;f;;n;c;;;;;;;;;;;;s;;;p
;;;;;;b;;;;v;o;;;;;;e;;;w;p;p
;;;;;;b;;d;;;o;;;;;;e;;;w;p;p
f;;;;;;b;;;;;o;;;;;;e;;;w;p;p
f;;;s;;;;;;;v;o;;;;;;;;;w;p;p
f;;;;f;;n;;;;;;;;;w;?;;k;;;;p
f;;;;f;;;;;;;;;;;n;b;e;;k;;;p
f;;;s;;;;c;;;;o;;;;;;;;;w;p;p
;;f;s;;;;c;;;;o;;;;;;;;;w;p;p
;n;;s;;;;c;;;;o;;;;;;;;;w;p;p
;n;;;f;;n;c;;;;;;;w;;?;;;;;;p
f;g;f;;f;;b;;;;;;;;;;;e;;;;;p
f;;;;f;;n;;;;;;;;w;;?;;k;;;;p
f;;;;f;;;;;;;o;;;;;;;;k;w;p;p
;n;;;f;;n;c;;;;;;;;;?;;;s;;;p
f;;;s;;;;c;;;;;;;;;;;;s;w;p;p
;y;;;f;;;;;;;;;;;;b;e;;;w;p;p
;y;;;f;;b;c;;;;;;;;;b;e;;;;;p
;n;;;f;;n;c;;;;;;;;;?;;s;;;;p
f;;;f;f;;;;;;;;;;;;b;e;k;;;;p
f;;;;f;p;;;;;;;;;;;b;e;;k;;;p
f;;;s;;;;c;;;;;;;;;;;s;;w;p;p
f;;k;;f;;n;c;;;;;;;;;;t;;;;;p
;n;;;f;;n;c;;;;;;;;w;?;;;;;;p
f;;f;f;f;;b;;;;;;;;;;b;;;;;;p
;e;;;;;;c;d;;;;;w;;;;;;;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;s;;p;p
;;;;;;;;;;v;;;w;;;?;;;s;w;p;p
f;e;;;;;;c;;;;;;w;;;;;;;w;p;p
f;;;;;;;;d;;;o;;;;;;;;s;w;p;p
;;;;f;;;c;;f;;o;;;;;;;;;w;p;p
;y;x;;f;;;c;;;;;;;;;;e;k;;;;p
f;;;f;f;;;c;;;;;;;;;b;e;;;;;p
;;;;;;;c;;;v;o;;w;;;;;;;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;;w;p;p
;;;;f;;;;;;;o;;w;;w;;;;;w;p;p
;;;s;;;;c;;;v;o;;;;;;;;;w;p;p
f;;;;f;g;b;c;;f;;;;;;;;;;;;;p
f;;;;f;;n;;;;;;;;;;?;;k;s;;;p
f;g;;;f;;;c;;;;;;;;;b;e;;;;;p
f;;k;;;;;c;;;;o;;;;;;;;;w;p;p
f;;k;;;;;c;;;;o;;w;;;;;;;;p;p
;;;;f;;;c;;;;o;;h;p;;;;;;w;p;p
f;;;;;;;;;;v;;;w;;;?;;k;;w;p;p
f;;;;f;;;c;p;;;o;;;;;;;;;w;p;p
f;;k;;f;;;;;;;;e;;;;?;;;;w;p;p
f;;k;;;;;;;;v;;;w;;;?;;;;w;p;p
;;;s;f;;n;c;;;;o;;;;;;;;;w;p;p
;;;;f;p;;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;p;;v;o;;;;;;;;;w;p;p
;;;;f;;;c;p;;;o;;;;p;;;;;w;p;p
f;;;s;f;;;;d;;;o;;;;;;;;;w;p;p
f;;;s;f;;;;;;;;e;;;;?;;;;w;p;p
;;;;f;;;c;;;;o;;h;;;b;;;;w;p;p
;;;s;f;;;;;;v;o;e;;;;;;;;w;p;p
;;;s;f;;;;;;v;;e;w;;;;;;;w;p;p
;;;;f;;;c;p;;;o;;h;;;;;;;w;p;p
;;;s;f;;;c;;;;o;;;;;;t;;;w;p;p
f;;;;f;;;c;;;;o;;;p;;;;;;w;p;p
;;;;f;;n;;;;;o;;w;;;;t;;;w;p;p
;;;;f;;;;;;v;o;e;;;;;t;;;w;p;p
;n;;;;;;c;;;v;;;w;;;?;;;;w;p;p
;n;;;;;;c;;;v;o;;w;;;?;;;;;p;p
;;;s;f;;;c;d;;;o;;;;;;;;;w;p;p
f;n;;y;f;;n;c;;;;;;;;;;t;;;;;p
;;;;f;;;;d;;v;;;;;;b;e;;;w;p;p
;;;;f;;b;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;p;;;o;;;p;;;;;;w;p;p
;;;;f;;;c;g;;;o;;h;;;;;;;w;p;p
f;;;;;;;;;;v;;;w;;;;;k;s;w;p;p
;;;s;f;;;c;d;;v;;;;;;;;;;w;p;p
;y;;;f;;;;;;v;o;;;;;;e;;;w;p;p
;;;;f;;;;d;;;o;;;;;b;e;;;w;p;p
f;;;s;f;;n;;;;;o;;;;;;;;;w;p;p
;;;;f;;;c;;;;o;;;;;b;e;;;w;p;p
f;;;;f;;;c;;;;o;;;;p;;;;;w;p;p
;;;;f;;;;;;v;;e;w;;w;;;;;w;p;p
;;;;f;;;;;;v;o;e;;;w;;;;;w;p;p
;;;;f;;;c;;;;o;;h;;p;;;;;w;p;p
;g;;;f;;;;;;;o;;;;;b;e;;;w;p;p
;e;;;f;;;c;;;;o;;w;;;;;;;w;p;p
;e;;;f;;;c;;;;o;;;;;?;;;;w;p;p
f;;;;f;;b;c;;;;;;;n;;b;e;;k;;;p
f;n;;s;f;;;;;;;;e;w;;;;;;;w;p;p
f;;;s;f;;;;;;;o;e;w;;;;;;;w;p;p
;;;;f;;n;c;d;;;o;;;;;;;;s;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;k;;w;p;p
f;;;;f;;b;;d;;;;;;;;;e;;k;w;p;p
f;;;;f;;;c;;;;o;;;;n;;e;;;w;p;p
f;;;;f;;;;;;v;;;w;;;;;s;k;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;;k;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;k;;w;p;p
f;;;;f;;;;;;v;;;w;;;?;;;k;w;p;p
;;;;f;;b;c;;;;;;h;;;b;e;;;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;;k;w;p;p
;n;;y;f;;n;c;;;;o;;;;;;;;;w;p;p
f;;;f;f;;;;d;;;o;;;;;;e;;;w;p;p
f;n;;;f;;;c;;;;o;;w;;;;;;;w;p;p
;n;;;f;;;c;;;v;;e;w;;;;;;;w;p;p
f;;k;;f;;;c;;;v;;;w;;;;;;;w;p;p
f;n;;s;f;;;c;;;v;;;w;;;;;;;w;p;p
f;n;;y;f;;;c;;;v;;;w;;;;;;;w;p;p
;;;s;f;;;c;;;;o;;;w;w;b;;;;w;p;p
;;;;f;p;b;c;;;;o;;h;;;;e;;;w;p;p
f;n;;;f;;;;;;;o;e;w;;;;t;;;w;p;p
f;;;;f;;;c;;;;;;h;;n;b;e;;;w;p;p
f;g;f;;f;;;c;;;;o;;h;;;;e;;;w;p;p
